Carrier Code,Flight Number,Origin Airport,precip_rate,rh,snow_rate,solar_rad,temp,vis,weather.description,wind_dir,wind_gust_spd,wind_spd,precip_rate_des,rh_des,snow_rate_des,solar_rad_des,temp_des,vis_des,weather.description_des,wind_dir_des,wind_gust_spd_des,wind_spd_des,Status,Previous Flight Status,Scheduled Arrival Hour,Scheduled Arrival Minutes,Scheduled departure Hour,Scheduled departure Minutes,Date,Predicted Status
UA,1046.0,ORD,0.0,66,0.0,0,22.6,16,804,250,6.8,3.22,0.0,60,0.0,0,26.1,16,Overcast clouds,220,7.2,4.59,1,On-time,23,59,21,5,2022-08-29,1
9E,5340.0,JFK,0.0,100,0.0,0,10.2,0,a05n,80,4.0,2.7,2.0,91,0.0,0,15.8,9,Light rain,95,13.8,2.6,1,Late,23,59,22,32,2023-04-05,1
B6,656.0,MCO,0.0,68,0.0,0,25.2,16,Few clouds,70,6.0,4.84,0.0,76,0.0,82,8.3,16,Overcast clouds,80,6.0,5.09,0,Early,19,20,16,30,2023-10-29,0
9E,5090.0,JFK,0.0,63,0.0,0,22.8,16,Broken clouds,235,7.2,5.09,0.0,77,0.0,0,21.7,16,Overcast clouds,185,5.8,1.8,0,On-time,23,59,22,30,2022-09-18,0
9E,5009.0,JFK,0.0,63,0.0,0,5.7,16,c04n,185,7.6,5.7,0.0,92,0.0,0,-0.6,6,c04n,300,7.6,4.09,0,Late,23,54,22,30,2023-01-20,1
MQ,3911.0,ORD,0.0,72,0.0,0,21.9,16,804,50,2.85,2.85,0.0,75,0.0,100,21.7,16,Overcast clouds,90,7.0,3.72,1,Early,20,0,17,13,2022-09-06,1
9E,5090.0,JFK,0.0,52,0.0,0,-12.8,16,c04n,270,13.5,13.5,0.0,82,0.0,0,-13.3,2,Haze,220,13.4,9.8,1,On-time,23,58,22,30,2022-12-23,1
9E,4844.0,JFK,0.0,77,0.0,34,14.6,16,803,200,6.8,3.76,0.0,56,0.0,93,11.7,16,Overcast clouds,290,14.4,8.8,2,Early,16,31,15,0,2023-11-07,0
UA,1046.0,ORD,0.0,79,0.0,0,19.1,16,801,335,1.6,1.12,0.0,81,0.0,0,18.3,16,Broken clouds,300,2.4,1.5,0,Late,23,59,21,5,2022-08-17,1
B6,656.0,MCO,0.0,48,0.0,168,31.1,16,Overcast clouds,170,11.8,7.7,1.5,56,0.0,157,2.6,16,Light rain,85,7.9,5.92,1,Early,13,58,11,11,2022-03-23,1
B6,2516.0,JFK,0.0,83,0.0,0,12.2,16,c04n,180,4.4,3.6,0.0,54,0.0,0,11.3,16,c04n,255,1.7,0.52,0,Late,23,7,21,45,2022-05-05,0
MQ,3392.0,ORD,0.0,78,0.0,0,3.3,16,Overcast clouds,290,7.2,4.87,0.0,82,0.0,0,10.6,16,Overcast clouds,130,16.1,3.85,0,On-time,22,24,19,40,2023-02-09,1
UA,210.0,ORD,0.0,58,0.0,0,20.0,16,Scattered clouds,320,4.5,4.15,0.0,51,0.0,87,28.2,16,Overcast clouds,170,6.3,3.97,2,Late,21,14,18,20,2023-08-17,1
MQ,3518.0,ORD,0.0,46,0.0,0,24.6,16,803,190,3.22,3.22,0.0,56,0.0,197,26.3,16,Overcast clouds,315,4.97,4.97,1,Late,20,0,17,11,2022-09-08,1
B6,656.0,MCO,0.0,64,0.0,0,13.3,16,Clear Sky,260,6.4,4.09,0.5,77,10.0,42,-2.2,4,Light snow,280,12.9,6.7,1,On-time,19,0,16,17,2022-01-17,0
MQ,3949.0,ORD,0.0,53,0.0,267,26.6,16,Overcast clouds,290,6.4,4.97,0.0,79,0.0,167,20.6,15,c04d,250,11.6,7.6,0,Early,16,5,13,15,2023-08-08,0
B6,116.0,JFK,0.0,60,0.0,95,7.8,16,c04d,40,7.1,6.7,0.0,58,0.0,123,3.3,16,Overcast clouds,75,6.2,3.35,2,On-time,14,46,13,35,2022-11-15,1
MQ,3963.0,ORD,0.0,39,0.0,55,11.9,16,802,250,8.7,4.34,0.0,75,0.0,132,8.9,16,Overcast clouds,285,13.4,5.0,0,Early,16,1,13,15,2023-11-09,0
9E,4953.0,JFK,0.0,96,0.0,0,18.3,16,Overcast clouds,115,4.8,3.35,0.0,60,0.0,28,18.4,16,Overcast clouds,275,3.6,3.35,2,Late,21,56,20,30,2022-06-02,0
9E,5224.0,JFK,0.0,69,0.0,0,4.4,16,Overcast clouds,105,8.2,6.57,0.0,40,0.0,85,3.9,16,c04d,80,8.6,5.7,2,Late,17,59,16,30,2023-03-03,0
B6,656.0,MCO,0.0,53,0.0,0,14.4,16,Clear Sky,60,5.7,5.7,0.0,52,0.0,54,1.6,16,Overcast clouds,205,5.05,5.05,0,Early,18,59,16,18,2023-01-27,1
9E,4844.0,JFK,0.0,81,0.0,29,15.2,16,804,185,7.86,7.86,1.0,66,0.0,85,14.4,16,Light rain,170,9.9,6.2,0,Early,16,31,15,0,2023-11-17,0
9E,5224.0,JFK,0.0,33,0.0,108,2.8,16,Broken clouds,285,11.5,7.69,0.0,45,0.0,178,0.4,16,c04d,265,15.4,11.7,2,Early,18,16,16,50,2023-03-19,0
MQ,3518.0,ORD,0.0,63,0.0,0,20.3,16,801,100,3.6,2.32,0.0,79,0.0,121,20.9,16,Overcast clouds,175,8.1,1.95,1,Late,20,0,17,11,2022-09-19,1
B6,16.0,JFK,0.0,59,0.0,0,3.3,16,Scattered clouds,350,9.2,7.2,0.0,70,0.0,0,-2.8,16,c02n,230,5.9,2.22,2,On-time,22,38,21,20,2023-03-08,1
9E,4981.0,JFK,1.5,93,0.0,86,22.2,13,Light rain,230,3.0,2.97,0.0,42,0.0,589,22.2,16,Broken clouds,285,10.7,6.45,0,On-time,18,30,16,50,2022-06-27,0
MQ,4203.0,ORD,0.0,58,0.0,347,24.1,16,802,105,4.8,3.3,0.0,76,0.0,145,17.5,15,Overcast clouds,80,5.2,1.6,0,On-time,16,9,13,21,2023-09-29,0
9E,5009.0,JFK,0.0,69,0.0,0,5.7,16,c02n,335,5.6,4.62,0.0,92,0.0,0,2.8,16,c04n,260,5.0,3.84,1,Late,23,54,22,30,2023-01-18,0
MQ,3324.0,ORD,0.0,50,0.0,0,0.7,16,Clear Sky,220,5.6,2.85,0.0,76,0.0,0,0.0,14,c04n,255,10.2,4.72,1,Late,22,4,19,17,2023-12-13,1
9E,4988.0,JFK,0.0,57,0.0,0,18.5,16,802,340,3.35,3.35,0.0,76,0.0,0,10.8,16,Scattered clouds,245,2.0,0.8,1,Early,23,59,22,33,2023-09-20,0
9E,5090.0,JFK,0.0,54,0.0,0,3.3,16,c04n,280,7.7,4.59,0.0,65,0.0,0,1.8,15,Overcast clouds,230,7.2,3.59,1,Early,23,45,22,30,2022-11-17,0
MQ,3324.0,ORD,0.0,69,0.0,0,23.6,16,Scattered clouds,15,6.0,3.84,0.0,57,0.0,0,24.4,16,Overcast clouds,275,2.6,0.8,2,Early,23,21,20,25,2023-08-20,1
MQ,3392.0,ORD,0.0,78,0.0,0,5.3,11,804,150,2.0,0.75,0.0,67,0.0,8,5.4,6,Overcast clouds,100,4.9,1.95,0,Early,19,33,16,45,2022-12-06,0
9E,4856.0,JFK,0.0,73,0.0,213,15.3,16,804,240,9.1,4.59,0.0,61,0.0,143,13.9,16,Overcast clouds,290,14.9,8.8,0,Early,12,18,10,54,2023-11-07,0
MQ,3402.0,ORD,0.0,90,0.0,0,18.3,16,Overcast clouds,350,7.2,7.2,0.0,45,0.0,233,26.1,16,c03d,340,3.35,3.35,1,On-time,21,32,18,36,2023-07-12,1
B6,2516.0,JFK,0.0,73,0.0,0,19.4,16,802,125,4.9,4.09,0.0,83,0.0,0,16.7,16,Overcast clouds,275,3.6,1.6,1,Late,23,15,21,55,2023-10-01,1
B6,56.0,MCO,0.0,39,0.0,255,17.5,16,Overcast clouds,345,7.1,2.72,0.0,63,0.0,323,-1.7,11,c04d,270,15.4,8.19,2,Early,16,51,14,7,2023-03-19,1
B6,656.0,MCO,0.0,73,0.0,0,21.7,16,Clear Sky,30,4.8,3.1,0.0,49,0.0,37,5.7,16,Broken clouds,300,6.0,1.95,0,Early,19,7,16,17,2023-11-18,1
9E,5090.0,JFK,0.0,52,0.0,0,10.6,16,Clear Sky,330,10.4,8.15,0.0,75,0.0,0,8.1,16,Broken clouds,245,6.8,2.04,0,Late,23,59,22,30,2022-09-23,0
9E,5175.0,JFK,2.0,96,0.0,53,16.7,16,500,120,10.0,3.1,0.0,49,0.0,170,19.7,16,Overcast clouds,145,9.6,5.4,0,On-time,16,57,15,25,2023-10-20,0
9E,5350.0,JFK,0.0,46,0.0,788,11.3,16,c02d,225,6.36,6.36,0.0,42,0.0,584,9.4,16,Scattered clouds,190,4.8,1.2,0,Early,11,15,9,55,2023-04-10,0
B6,2516.0,JFK,0.0,52,0.0,0,11.0,16,Clear Sky,360,8.4,6.07,0.0,79,0.0,0,3.9,16,c01n,265,3.2,2.0,1,Early,23,59,22,59,2022-10-27,1
B6,656.0,MCO,0.0,53,0.0,844,30.6,16,Broken clouds,170,11.8,6.2,0.0,52,0.0,621,10.0,16,Broken clouds,75,7.2,3.59,0,Late,13,56,11,11,2022-04-05,0
B6,2516.0,JFK,2.0,89,0.0,0,15.6,11,Light rain,200,5.5,4.09,0.0,77,0.0,0,13.8,16,c04n,110,7.6,0.75,2,Late,23,40,22,29,2022-10-31,1
MQ,4203.0,ORD,0.0,62,0.0,158,10.3,16,804,155,12.6,7.75,0.0,44,0.0,807,8.1,16,c03d,280,11.1,6.2,0,Early,16,21,13,35,2022-04-20,0
MQ,3949.0,ORD,4.0,87,0.0,93,21.1,8,Light rain,30,3.2,3.1,0.0,56,0.0,356,25.4,16,Overcast clouds,270,7.1,4.59,1,Early,16,5,13,15,2023-08-14,1
9E,4730.0,JFK,0.0,68,0.0,162,10.6,16,c04d,165,12.9,10.05,1.0,71,0.0,193,11.1,16,r01d,180,11.8,6.2,0,Early,16,20,15,0,2022-04-21,0
MQ,3402.0,ORD,0.0,54,0.0,0,25.9,16,801,200,7.0,4.09,0.0,91,0.0,93,18.6,16,Overcast clouds,260,5.4,1.5,1,Early,21,32,18,36,2023-07-10,1
MQ,3949.0,ORD,0.0,73,0.0,212,22.8,16,Overcast clouds,80,6.4,3.85,0.0,52,0.0,361,24.9,16,Overcast clouds,290,9.5,4.47,0,On-time,16,5,13,15,2023-08-13,1
B6,2516.0,JFK,0.0,87,0.0,0,16.7,16,803,345,6.5,4.59,0.0,80,0.0,0,16.7,16,Clear Sky,270,3.6,2.1,1,Late,23,20,22,0,2023-09-30,1
B6,656.0,MCO,0.0,48,0.0,0,13.3,16,Overcast clouds,70,4.59,4.59,0.0,53,0.0,63,-9.4,16,Overcast clouds,285,10.1,5.5,0,Late,19,0,16,17,2022-02-14,0
B6,56.0,MCO,0.0,45,0.0,291,28.9,16,Scattered clouds,255,11.0,6.2,0.0,81,0.0,157,2.2,16,c04d,260,10.3,6.7,1,On-time,16,51,14,7,2023-02-28,1
B6,116.0,JFK,0.0,50,0.0,370,12.2,16,Overcast clouds,250,12.2,8.19,0.0,61,0.0,272,10.0,15,Overcast clouds,330,6.4,1.4,0,Late,14,42,13,30,2023-05-02,1
B6,2516.0,JFK,0.0,60,0.0,0,3.8,16,c02n,310,6.4,5.7,0.0,71,0.0,0,-3.3,16,c04n,330,6.8,3.1,2,Late,23,7,21,55,2023-01-07,1
MQ,3324.0,ORD,0.0,79,0.0,0,22.8,16,Broken clouds,100,3.0,2.04,0.0,78,0.0,0,22.5,16,Overcast clouds,290,4.4,2.6,0,On-time,23,21,20,25,2023-08-25,1
B6,2516.0,JFK,0.0,94,0.0,0,24.2,14,804,155,3.9,3.76,0.0,70,0.0,0,20.6,16,Overcast clouds,280,3.6,3.1,1,Early,23,15,21,55,2023-09-08,1
MQ,3324.0,ORD,0.0,84,0.0,0,21.1,16,Overcast clouds,30,4.7,3.1,0.0,62,0.0,0,19.1,16,Overcast clouds,295,5.8,3.35,0,On-time,23,21,20,25,2023-08-21,1
B6,16.0,JFK,0.0,91,0.0,0,5.6,14,Overcast clouds,90,14.4,9.8,3.0,91,24.0,0,0.6,1,s02n,85,15.8,6.45,2,Late,22,47,21,35,2023-03-03,1
9E,5090.0,JFK,0.0,60,0.0,0,16.9,16,Overcast clouds,360,8.4,6.85,0.0,84,0.0,0,11.7,16,Overcast clouds,280,4.8,1.3,0,Early,23,59,22,30,2022-09-28,0
B6,2516.0,JFK,0.5,96,0.0,0,3.0,3,c04n,20,5.5,3.84,0.0,74,0.0,0,-1.7,16,Overcast clouds,80,5.6,3.1,1,On-time,23,15,21,59,2022-02-07,1
9E,5224.0,JFK,0.0,41,0.0,0,4.8,16,c04n,10,2.85,2.85,0.0,60,0.0,52,0.3,16,Overcast clouds,230,4.84,4.84,0,Early,17,59,16,30,2023-02-11,0
B6,116.0,JFK,0.0,48,0.0,496,20.0,16,803,190,4.09,4.09,0.0,53,0.0,271,16.1,16,Overcast clouds,305,11.2,4.59,1,Late,14,39,13,30,2023-10-12,1
B6,2516.0,JFK,0.0,66,0.0,0,7.8,16,c03n,190,12.3,9.3,0.5,67,0.0,0,8.9,11,Overcast clouds,220,14.9,10.8,0,Late,23,15,21,59,2022-02-11,1
MQ,3324.0,ORD,0.0,76,0.0,0,20.0,16,804,100,9.4,6.05,0.0,66,0.0,0,14.4,16,Overcast clouds,70,3.2,1.5,1,On-time,21,54,18,55,2023-09-26,1
UA,288.0,ORD,0.0,44,0.0,211,27.9,16,804,210,10.3,4.84,0.0,50,0.0,366,26.7,16,c04d,130,4.4,2.1,2,Early,16,53,13,58,2022-07-31,0
9E,4988.0,JFK,0.0,56,0.0,0,18.0,16,800,300,4.4,4.22,0.0,73,0.0,0,12.5,16,Clear Sky,220,4.2,1.05,0,Early,23,59,22,33,2023-09-19,0
MQ,3473.0,ORD,0.0,55,0.0,0,7.8,16,Few clouds,210,5.6,2.85,0.0,48,0.0,165,4.7,16,c03d,230,7.6,5.65,0,On-time,17,18,14,26,2023-12-14,0
9E,4730.0,JFK,0.0,66,0.0,270,7.6,16,c02d,130,8.3,6.7,0.0,60,0.0,145,7.8,16,c04d,50,9.3,4.09,0,Late,16,20,15,0,2022-03-11,0
B6,656.0,MCO,0.0,54,0.0,537,29.8,16,Broken clouds,35,7.2,2.85,0.0,54,0.0,417,8.6,16,c02d,85,4.0,0.52,0,Early,13,32,10,50,2022-10-29,0
9E,5114.0,JFK,0.0,72,0.0,0,2.2,16,c04n,190,4.6,4.09,0.0,63,0.0,48,-0.6,16,c03d,230,2.2,1.9,0,Early,17,48,16,20,2023-01-08,0
B6,398.0,JFK,2.0,86,0.0,0,9.4,16,Light rain,20,11.3,7.7,0.0,54,0.0,37,11.6,16,Overcast clouds,290,3.6,3.34,1,Early,19,47,18,30,2022-10-03,1
9E,4844.0,JFK,0.0,54,0.0,32,5.6,16,803,240,6.8,6.7,0.0,38,0.0,216,7.5,16,c02d,195,12.7,7.94,2,Early,16,7,14,30,2023-12-12,0
MQ,3518.0,ORD,0.0,62,0.0,0,21.4,16,801,305,2.4,2.1,0.0,63,0.0,184,21.1,16,Overcast clouds,295,6.9,0.77,1,On-time,20,0,17,11,2022-09-13,0
9E,5114.0,JFK,0.0,58,0.0,0,8.9,16,c02n,310,11.3,8.8,0.0,88,0.0,18,2.8,16,Overcast clouds,280,9.2,4.09,2,Late,17,48,16,30,2022-11-28,0
B6,656.0,MCO,0.0,43,0.0,887,29.4,16,Broken clouds,85,7.6,2.6,0.0,47,0.0,357,19.8,16,c04d,115,11.2,5.09,1,On-time,13,56,11,11,2022-04-25,0
MQ,4203.0,ORD,0.0,52,0.0,467,31.6,16,803,180,10.8,5.75,0.0,24,0.0,925,22.3,16,c02d,85,9.3,5.09,2,Late,16,23,13,35,2022-05-10,0
9E,5224.0,JFK,0.0,89,0.0,0,4.4,16,Overcast clouds,110,5.2,5.09,0.0,92,0.0,75,-1.1,6,c04d,25,6.6,1.5,0,Early,17,59,16,30,2023-02-23,0
B6,2516.0,JFK,0.0,73,0.0,0,10.9,16,Overcast clouds,140,4.8,2.1,0.0,47,0.0,0,10.0,16,Broken clouds,245,3.2,2.0,2,Early,23,19,21,59,2023-05-09,0
9E,5009.0,JFK,0.0,58,0.0,0,3.8,16,c04n,265,4.8,4.59,0.0,76,0.0,0,-5.8,16,c02n,310,2.8,2.1,2,Early,23,54,22,30,2023-01-10,0
9E,5090.0,JFK,0.0,41,0.0,0,1.6,16,c01n,360,9.9,5.7,0.0,84,0.0,0,-4.2,16,Clear Sky,275,3.0,0.75,0,Early,23,58,22,30,2022-12-09,0
9E,5009.0,JFK,0.0,64,0.0,0,2.2,16,c04n,240,2.8,2.47,0.0,70,0.0,0,0.6,16,c04n,210,3.2,1.73,1,Late,23,54,22,30,2023-01-21,0
B6,656.0,MCO,0.0,47,0.0,774,30.3,16,Scattered clouds,105,6.6,1.05,0.0,58,0.0,298,12.1,16,c04d,155,6.5,2.6,2,Early,13,32,10,50,2022-10-16,0
B6,656.0,MCO,0.0,77,0.0,0,19.7,16,Overcast clouds,75,6.2,2.6,0.0,89,0.0,18,3.3,4,c04n,45,2.4,1.4,0,Early,19,27,16,32,2023-12-24,0
9E,5224.0,JFK,0.0,51,0.0,0,3.2,16,Overcast clouds,130,11.4,6.82,0.0,46,0.0,79,1.1,16,c04d,70,8.2,5.65,2,Early,17,59,16,30,2023-02-27,0
MQ,3545.0,ORD,0.0,76,0.0,0,10.6,16,801,170,3.1,2.4,0.0,63,0.0,0,9.7,16,Overcast clouds,280,3.9,2.6,2,Late,23,11,20,20,2022-10-03,0
B6,656.0,MCO,0.0,62,0.0,0,22.5,16,Scattered clouds,40,6.7,4.47,0.0,23,0.0,76,15.3,16,Overcast clouds,185,11.3,7.19,1,Early,19,20,16,30,2023-11-03,0
9E,5090.0,JFK,0.0,80,0.0,0,15.0,16,Overcast clouds,40,10.4,7.82,0.0,71,0.0,0,12.2,16,Broken clouds,335,5.8,2.85,0,On-time,23,59,22,30,2022-10-01,0
B6,2516.0,JFK,0.0,52,0.0,0,10.6,16,Clear Sky,330,10.4,8.15,0.0,79,0.0,0,7.2,16,Scattered clouds,230,7.2,2.8,1,Late,23,59,22,59,2022-09-23,1
B6,2516.0,JFK,0.0,79,0.0,0,26.1,16,c04n,145,11.6,2.4,0.0,70,0.0,0,21.3,16,c03n,55,3.5,0.37,1,On-time,23,2,21,39,2023-07-14,1
B6,2516.0,JFK,0.0,81,0.0,0,21.7,16,c02n,80,3.0,1.5,0.0,67,0.0,0,18.7,16,c04n,345,2.9,2.02,1,Late,23,2,21,39,2023-07-31,1
9E,4856.0,JFK,0.0,41,0.0,459,12.5,16,803,295,8.3,5.65,0.0,57,0.0,139,3.3,16,Overcast clouds,330,8.4,3.1,2,Early,12,18,10,54,2023-11-11,0
9E,5114.0,JFK,0.0,93,0.0,0,13.0,10,c04n,240,12.9,9.8,0.0,81,0.0,26,5.9,12,Overcast clouds,260,17.7,9.13,1,Early,17,43,16,15,2022-11-30,1
B6,2516.0,JFK,0.0,93,0.0,0,15.0,16,c04n,150,4.8,2.7,0.0,60,0.0,0,15.0,16,Broken clouds,195,10.6,4.34,1,On-time,23,40,22,29,2022-11-10,1
B6,56.0,MCO,1.0,70,0.0,306,21.7,11,Light rain,60,15.4,8.8,0.0,26,0.0,846,16.4,16,Scattered clouds,285,5.9,2.1,1,Early,16,0,13,15,2023-04-10,1
9E,4844.0,JFK,0.0,36,0.0,33,7.2,16,803,290,11.3,5.09,0.0,45,0.0,90,2.8,14,c04d,270,13.4,9.8,1,Early,16,7,14,30,2023-12-13,0
9E,4856.0,JFK,0.0,40,0.0,334,3.3,16,803,265,11.6,8.5,0.0,49,0.0,356,0.0,16,Broken clouds,240,14.9,10.8,0,On-time,12,18,10,54,2023-11-28,0
UA,1998.0,ORD,0.0,62,0.0,0,6.7,16,Scattered clouds,180,3.8,3.59,0.0,59,0.0,31,11.0,16,c04n,285,11.3,8.07,0,Early,21,18,18,21,2022-10-07,0
9E,4953.0,JFK,0.0,69,0.0,0,21.6,16,Overcast clouds,300,6.0,5.12,0.0,68,0.0,22,16.4,16,Scattered clouds,315,4.2,2.04,2,Late,21,56,20,30,2022-05-28,0
9E,5224.0,JFK,0.0,78,0.0,50,9.2,16,Overcast clouds,185,6.8,3.35,1.0,79,0.0,174,8.3,16,r01d,175,12.0,7.87,2,Early,18,16,16,50,2023-03-17,0
B6,2516.0,JFK,0.0,96,0.0,0,15.0,1,a03n,100,6.2,6.2,0.0,39,0.0,0,20.7,16,c04n,155,7.0,2.1,1,Late,23,7,21,45,2022-05-12,1
9E,4953.0,JFK,0.0,92,0.0,0,17.8,16,Few clouds,155,3.6,1.95,0.0,38,0.0,28,15.3,16,Scattered clouds,275,5.0,3.84,2,On-time,21,55,20,29,2022-06-04,0
9E,4953.0,JFK,0.0,28,0.0,0,15.7,16,c04n,255,5.92,5.92,0.0,53,0.0,0,8.1,16,c04n,300,3.6,3.35,0,On-time,21,56,20,30,2022-04-22,0
9E,5090.0,JFK,0.0,62,0.0,0,14.3,16,Overcast clouds,15,8.4,3.72,0.0,84,0.0,0,7.2,16,Clear Sky,310,2.6,1.6,0,Early,23,59,22,30,2022-09-29,0
9E,4981.0,JFK,0.5,72,0.0,112,26.4,16,Overcast clouds,165,6.6,4.25,0.0,31,0.0,283,26.8,16,Overcast clouds,325,7.6,5.55,0,Early,18,30,16,50,2022-07-02,0
MQ,3330.0,ORD,0.0,84,0.0,0,19.7,16,804,25,4.8,3.6,0.0,90,0.0,0,19.4,16,Overcast clouds,65,3.8,1.05,2,Early,23,12,20,24,2022-09-05,1
B6,656.0,MCO,0.0,40,0.0,410,26.7,16,Overcast clouds,80,10.8,6.7,0.0,55,0.0,349,5.5,16,c04d,285,10.2,7.07,1,On-time,13,56,11,11,2022-04-20,1
9E,5202.0,JFK,21.0,87,0.0,54,22.9,13,t03d,155,4.5,3.76,0.0,90,0.0,126,19.4,2,Haze,40,6.4,2.1,2,Early,11,20,9,59,2022-09-06,0
B6,116.0,JFK,0.0,70,0.0,188,8.3,16,c04d,140,11.2,5.7,0.0,51,0.0,196,6.1,16,Overcast clouds,70,9.6,5.15,1,Late,14,42,13,30,2023-03-31,1
B6,2516.0,JFK,0.0,89,0.0,0,4.4,16,c04n,290,9.0,6.2,0.0,92,0.0,0,1.9,12,Overcast clouds,255,5.2,4.26,1,On-time,23,40,22,29,2022-12-16,1
B6,656.0,MCO,0.0,59,0.0,296,28.3,16,Overcast clouds,60,6.2,1.05,0.0,69,0.0,133,6.0,16,c04d,75,5.9,2.32,1,Early,13,32,10,50,2022-10-28,1
B6,656.0,MCO,0.0,72,0.0,0,10.8,16,Clear Sky,360,8.2,5.4,0.0,72,0.0,17,-2.2,16,c04n,260,11.4,6.45,1,Late,19,26,16,32,2023-12-19,1
9E,4730.0,JFK,0.0,36,0.0,348,1.4,16,c03d,240,10.9,8.0,0.0,46,0.0,277,-2.8,16,c04d,210,9.6,5.09,0,Early,16,20,15,0,2022-03-13,0
9E,5090.0,JFK,0.0,52,0.0,0,11.0,16,Clear Sky,360,8.4,6.07,0.0,76,0.0,0,4.2,16,c01n,275,3.4,1.8,2,Early,23,53,22,30,2022-10-27,0
